62008_2019.jpg : k=30, PSNR=37.10dB; k=10, PSNR=25.39dB; k=5, PSNR=22.04dB; k=3, PSNR=20.30dB; k=1, PSNR=18.01dB; 
62009_2019.jpg : k=30, PSNR=37.68dB; k=10, PSNR=24.34dB; k=5, PSNR=21.23dB; k=3, PSNR=19.78dB; k=1, PSNR=17.98dB; 
62010_2019.jpg : k=30, PSNR=40.00dB; k=10, PSNR=25.38dB; k=5, PSNR=22.23dB; k=3, PSNR=20.44dB; k=1, PSNR=18.37dB; 
62011_2019.jpg : k=30, PSNR=38.36dB; k=10, PSNR=24.92dB; k=5, PSNR=21.72dB; k=3, PSNR=19.69dB; k=1, PSNR=17.42dB; 
62012_2019.jpg : k=30, PSNR=35.99dB; k=10, PSNR=23.33dB; k=5, PSNR=19.85dB; k=3, PSNR=18.20dB; k=1, PSNR=15.86dB; 
62013_2019.jpg : k=30, PSNR=34.88dB; k=10, PSNR=22.74dB; k=5, PSNR=19.58dB; k=3, PSNR=17.77dB; k=1, PSNR=15.63dB; 
62014_2019.jpg : k=30, PSNR=41.52dB; k=10, PSNR=25.40dB; k=5, PSNR=21.98dB; k=3, PSNR=19.66dB; k=1, PSNR=16.65dB; 
62015_2019.jpg : k=30, PSNR=40.63dB; k=10, PSNR=26.43dB; k=5, PSNR=22.45dB; k=3, PSNR=20.64dB; k=1, PSNR=18.18dB; 
62016_2019.jpg : k=30, PSNR=42.35dB; k=10, PSNR=26.91dB; k=5, PSNR=23.55dB; k=3, PSNR=21.98dB; k=1, PSNR=19.69dB; 
62017_2019.jpg : k=30, PSNR=41.52dB; k=10, PSNR=25.40dB; k=5, PSNR=21.98dB; k=3, PSNR=19.66dB; k=1, PSNR=16.65dB; 
62018_2019.jpg : k=30, PSNR=37.91dB; k=10, PSNR=24.95dB; k=5, PSNR=21.73dB; k=3, PSNR=19.83dB; k=1, PSNR=16.96dB; 
62019_2019.jpg : k=30, PSNR=36.13dB; k=10, PSNR=23.59dB; k=5, PSNR=20.15dB; k=3, PSNR=17.82dB; k=1, PSNR=14.89dB; 
62020_2019.jpg : k=30, PSNR=31.77dB; k=10, PSNR=20.57dB; k=5, PSNR=18.10dB; k=3, PSNR=16.93dB; k=1, PSNR=14.85dB; 
62021_2019.jpg : k=30, PSNR=35.15dB; k=10, PSNR=22.76dB; k=5, PSNR=19.73dB; k=3, PSNR=18.09dB; k=1, PSNR=15.71dB; 
62022_2019.jpg : k=30, PSNR=39.68dB; k=10, PSNR=26.91dB; k=5, PSNR=23.42dB; k=3, PSNR=21.83dB; k=1, PSNR=19.48dB; 
62023_2019.jpg : k=30, PSNR=34.47dB; k=10, PSNR=21.62dB; k=5, PSNR=18.37dB; k=3, PSNR=16.73dB; k=1, PSNR=13.75dB; 
62024_2019.jpg : k=30, PSNR=39.84dB; k=10, PSNR=25.27dB; k=5, PSNR=21.99dB; k=3, PSNR=20.61dB; k=1, PSNR=17.65dB; 
62025_2019.jpg : k=30, PSNR=34.29dB; k=10, PSNR=21.99dB; k=5, PSNR=18.82dB; k=3, PSNR=17.03dB; k=1, PSNR=14.90dB; 
